,salary_id,employer_name,location_name,location_country,location_latitude,location_longitude,job_title,job_title_category,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus
755,3128,scopely,"culver city, ca",1,33.99,-118.39,372,3,3.0,3.0,0.013618677042801557,0.0,20000.0
756,3135,facebook,"menlo park, ca",1,37.45,-122.17,3,2,0.0,0.0,0.010214007782101167,85000.0,10000.0
757,3138,insurance company,"philadelphia, pa",1,39.95,-75.16,61,2,16.0,9.0,0.00943579766536965,21800.483568075117,8066.263736263736
758,3155,emarketer,new york,1,38.0,-97.0,373,6,10.0,5.0,0.00632295719844358,0.0,2500.0
759,3160,trading technologies,"chicago, il",1,41.85,-87.65,212,2,13.0,9.0,0.015466926070038911,0.0,0.0
760,3164,ion trading,"pisa, italy",49,42.83,12.83,13,2,0.0,2.0,0.0032684824902723736,21800.483568075117,1120.0
761,3168,groupon,"baltimore, md",1,39.3,-76.61,6,2,10.0,1.0,0.010700389105058366,0.0,0.0
762,3182,hitfox group,"berlin, germany",10,51.0,9.0,11,2,2.0,1.5,0.00490272373540856,0.0,0.0
763,3186,lufthansa,"frankfurt, germany",10,51.0,9.0,374,3,10.0,15.0,0.00632295719844358,21800.483568075117,5000.0
764,3189,underarmour connected fitness,"austin, tx",1,30.26,-97.74,6,2,15.0,2.0,0.01264591439688716,0.0,15000.0
765,3192,deloitte,netherlands,29,52.5,5.75,375,6,6.0,0.0,0.00497976653696498,1500.0,8066.263736263736
766,3194,microsoft,"bellevue, wa, usa",1,47.61,-122.21,355,2,8.0,1.2,0.012159533073929961,15000.0,8066.263736263736
767,3197,intel,ireland,14,53.0,-8.0,170,2,10.0,3.0,0.007782101167315175,21800.483568075117,20000.0
768,3198,cisco,ireland,14,53.0,-8.0,3,2,4.0,1.0,0.0048638132295719845,0.0,4000.0
769,3200,counsyl,"south san francisco, ca",1,37.65,-122.42,3,2,4.0,2.0,0.010700389105058366,10000.0,0.0
